locus_tag,accession,start,end,strand,gene_name,old_locus_tag,gene_product,ncbi_protein
SAOUHSC_02312,NC_007795.1,2142498.0,2144174.0,-,,,potassium-transporting ATPase subunit A,YP_500791.1
SAOUHSC_02313,NC_007795.1,2144198.0,2144308.0,-,,,hypothetical protein,YP_500792.1
SAOUHSC_02314,NC_007795.1,2144446.0,2147103.0,+,,,sensor protein KdpD,YP_500793.1
SAOUHSC_02315,NC_007795.1,2147103.0,2147798.0,+,,,DNA-binding response regulator,YP_500794.1
SAOUHSC_02316,NC_007795.1,2148167.0,2149687.0,-,,,DEAD-box ATP dependent DNA helicase,YP_500795.1
SAOUHSC_02317,NC_007795.1,2150204.0,2151562.0,-,,,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diaminopimelate--D-alanyl-D-alanyl ligase,YP_500796.1
SAOUHSC_02318,NC_007795.1,2151577.0,2152647.0,-,ddl,,D-alanyl-alanine synthetase A,YP_500797.1
SAOUHSC_02319,NC_007795.1,2152965.0,2154167.0,+,,,hypothetical protein,YP_500798.1
SAOUHSC_02320,NC_007795.1,2154431.0,2154568.0,-,,,hypothetical protein,YP_500799.1
SAOUHSC_02321,NC_007795.1,2154696.0,2154905.0,-,,,hypothetical protein,YP_500800.1
SAOUHSC_02322,NC_007795.1,2154917.0,2155210.0,-,,,hypothetical protein,YP_500801.1
SAOUHSC_02323,NC_007795.1,2155376.0,2156860.0,+,,,cardiolipin synthetase,YP_500802.1
SAOUHSC_02324,NC_007795.1,2156888.0,2157535.0,+,,,hypothetical protein,YP_500803.1
SAOUHSC_02325,NC_007795.1,2157595.0,2157702.0,-,,,hypothetical protein,YP_500804.1
SAOUHSC_02326,NC_007795.1,2157710.0,2157802.0,-,,,hypothetical protein,YP_500805.1
SAOUHSC_02327,NC_007795.1,2158348.0,2159220.0,-,,,hypothetical protein,YP_500806.1
SAOUHSC_02328,NC_007795.1,2159306.0,2159947.0,-,thiE,,thiamine-phosphate pyrophosphorylase,YP_500807.1
SAOUHSC_02329,NC_007795.1,2159949.0,2160740.0,-,,,hydroxyethylthiazole kinase,YP_500808.1
SAOUHSC_02330,NC_007795.1,2160724.0,2161554.0,-,,,phosphomethylpyrimidine kinase,YP_500809.1
SAOUHSC_02331,NC_007795.1,2161547.0,2162236.0,-,,,hypothetical protein,YP_500810.1
SAOUHSC_02332,NC_007795.1,2162336.0,2162467.0,-,,,hypothetical protein,YP_500811.1
SAOUHSC_02333,NC_007795.1,2162622.0,2163317.0,-,,,transglycosylase SceD,YP_500812.1
SAOUHSC_02334,NC_007795.1,2163706.0,2164101.0,-,,,bacteriophage L54a single-stranded DNA binding protein,YP_500813.1
SAOUHSC_02335,NC_007795.1,2164232.0,2164735.0,+,,,hypothetical protein,YP_500814.1
SAOUHSC_02336,NC_007795.1,2164794.0,2165234.0,-,fabZ,,(3R)-hydroxymyristoyl-ACP dehydratase,YP_500815.1
SAOUHSC_02337,NC_007795.1,2165268.0,2166533.0,-,,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,YP_500816.1
SAOUHSC_02338,NC_007795.1,2166644.0,2166877.0,-,,,hypothetical protein,YP_500817.1
SAOUHSC_02339,NC_007795.1,2167009.0,2167101.0,-,,,hypothetical protein,YP_500818.1
SAOUHSC_02340,NC_007795.1,2167439.0,2167843.0,-,atpC,,F0F1 ATP synthase subunit epsilon,YP_500819.1
SAOUHSC_02341,NC_007795.1,2167863.0,2169275.0,-,,,F0F1 ATP synthase subunit beta,YP_500820.1
SAOUHSC_02343,NC_007795.1,2169297.0,2170163.0,-,,,F0F1 ATP synthase subunit gamma,YP_500821.2
SAOUHSC_02345,NC_007795.1,2170194.0,2171702.0,-,,,F0F1 ATP synthase subunit alpha,YP_500822.1
SAOUHSC_02346,NC_007795.1,2171724.0,2172263.0,-,,,F0F1 ATP synthase subunit delta,YP_500823.1
SAOUHSC_02347,NC_007795.1,2172263.0,2172784.0,-,,,F0F1 ATP synthase subunit B,YP_500824.1
SAOUHSC_02349,NC_007795.1,2172982.0,2173194.0,-,,,F0F1 ATP synthase subunit C,YP_500825.1
SAOUHSC_02350,NC_007795.1,2173237.0,2173965.0,-,,,F0F1 ATP synthase subunit A,YP_500826.1
SAOUHSC_02351,NC_007795.1,2173986.0,2174438.0,-,,,hypothetical protein,YP_500827.1
SAOUHSC_02352,NC_007795.1,2174506.0,2175633.0,-,,,UDP-GlcNAc 2-epimerase,YP_500828.1
SAOUHSC_02353,NC_007795.1,2175657.0,2176286.0,-,upp,,uracil phosphoribosyltransferase,YP_500829.1
SAOUHSC_02354,NC_007795.1,2176314.0,2177552.0,-,glyA,,serine hydroxymethyltransferase,YP_500830.1
SAOUHSC_02355,NC_007795.1,2177579.0,2178103.0,-,,,hypothetical protein,YP_500831.1
SAOUHSC_02356,NC_007795.1,2178210.0,2178629.0,-,,,hypothetical protein,YP_500832.1
SAOUHSC_02357,NC_007795.1,2178626.0,2179723.0,-,,,hypothetical protein,YP_500833.1
SAOUHSC_02358,NC_007795.1,2179756.0,2180508.0,-,,,HemK family modification methylase,YP_500834.1
SAOUHSC_02359,NC_007795.1,2180579.0,2181655.0,-,prfA,,peptide chain release factor 1,YP_500835.1
SAOUHSC_02360,NC_007795.1,2181656.0,2182255.0,-,,,thymidine kinase,YP_500836.1
SAOUHSC_02361,NC_007795.1,2182602.0,2182856.0,-,rpmE2,,50S ribosomal protein L31 type B,YP_500837.1
SAOUHSC_02362,NC_007795.1,2182974.0,2184290.0,-,rho,,transcription termination factor Rho,YP_500838.1
SAOUHSC_02363,NC_007795.1,2184537.0,2185964.0,-,,,aldehyde dehydrogenase,YP_500839.1
SAOUHSC_02364,NC_007795.1,2186202.0,2186537.0,-,,,hypothetical protein,YP_500840.1
SAOUHSC_02365,NC_007795.1,2186626.0,2187885.0,-,,,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,YP_500841.1
SAOUHSC_02366,NC_007795.1,2188351.0,2189211.0,-,,,fructose-bisphosphate aldolase,YP_500842.1
SAOUHSC_02367,NC_007795.1,2189429.0,2189950.0,+,,,hypothetical protein,YP_500843.1
SAOUHSC_02368,NC_007795.1,2190059.0,2191669.0,-,pyrG,,CTP synthetase,YP_500844.1
SAOUHSC_02369,NC_007795.1,2192005.0,2192535.0,-,,,DNA-directed RNA polymerase subunit delta,YP_500845.1
SAOUHSC_02370,NC_007795.1,2192647.0,2193507.0,-,,,hypothetical protein,YP_500846.1
SAOUHSC_02371,NC_007795.1,2193931.0,2194734.0,+,,,pantothenate kinase,YP_500848.1
SAOUHSC_02372,NC_007795.1,2194864.0,2195535.0,-,,,hypothetical protein,YP_500849.1
SAOUHSC_02373,NC_007795.1,2195934.0,2197127.0,-,,,hypothetical protein,YP_500850.1
SAOUHSC_02374,NC_007795.1,2197127.0,2198311.0,-,,,aminobenzoyl-glutamate utilization protein B,YP_500851.1
SAOUHSC_02375,NC_007795.1,2198622.0,2199092.0,+,,,S-ribosylhomocysteinase,YP_500852.1
SAOUHSC_02376,NC_007795.1,2199244.0,2199594.0,-,,,hypothetical protein,YP_500853.1
SAOUHSC_02377,NC_007795.1,2199608.0,2200909.0,-,,,pyrimidine-nucleoside phosphorylase,YP_500854.1
SAOUHSC_02378,NC_007795.1,2200893.0,2201021.0,+,,,hypothetical protein,YP_500855.1
SAOUHSC_02379,NC_007795.1,2201188.0,2201850.0,-,,,2-deoxyribose-5-phosphate aldolase,YP_500856.1
SAOUHSC_02380,NC_007795.1,2202165.0,2202875.0,+,deoD,,purine nucleoside phosphorylase,YP_500857.1
SAOUHSC_02381,NC_007795.1,2202996.0,2203439.0,-,,,hypothetical protein,YP_500858.1
SAOUHSC_02382,NC_007795.1,2203639.0,2204052.0,-,,,hypothetical protein,YP_500859.1
SAOUHSC_02383,NC_007795.1,2204510.0,2205883.0,-,,,hypothetical protein,YP_500860.1
SAOUHSC_02384,NC_007795.1,2206555.0,2206785.0,-,,,hypothetical protein,YP_500861.1
SAOUHSC_02385,NC_007795.1,2206816.0,2207673.0,-,,,mannose-6-phosphate isomerase,YP_500862.1
SAOUHSC_02386,NC_007795.1,2207609.0,2207833.0,-,,,hypothetical protein,YP_500863.1
SAOUHSC_02387,NC_007795.1,2208190.0,2208855.0,-,,,hypothetical protein,YP_500864.1
SAOUHSC_02388,NC_007795.1,2209007.0,2209327.0,+,,,hypothetical protein,YP_500865.1
SAOUHSC_02389,NC_007795.1,2209329.0,2210309.0,+,,,cation efflux family protein,YP_500866.1
SAOUHSC_02390,NC_007795.1,2210575.0,2211666.0,+,,,lytic regulatory protein,YP_500867.1
SAOUHSC_02391,NC_007795.1,2212109.0,2212213.0,-,,,hypothetical protein,YP_500868.1
SAOUHSC_02393,NC_007795.1,2212900.0,2214036.0,-,,,hypothetical protein,YP_500870.1
SAOUHSC_02394,NC_007795.1,2214325.0,2214417.0,+,,,hypothetical protein,YP_500871.1
SAOUHSC_02396,NC_007795.1,2215122.0,2215979.0,-,,,hypothetical protein,YP_500873.1
SAOUHSC_02397,NC_007795.1,2216047.0,2216829.0,-,,,ABC transporter ATP-binding protein,YP_500874.1
SAOUHSC_02399,NC_007795.1,2217061.0,2218866.0,-,,,glucosamine--fructose-6-phosphate aminotransferase,YP_500875.1
SAOUHSC_02400,NC_007795.1,2219547.0,2221085.0,+,,,PTS system mannitol-specific protein,YP_500876.1
SAOUHSC_02401,NC_007795.1,2221120.0,2223252.0,+,,,hypothetical protein,YP_500877.1
SAOUHSC_02402,NC_007795.1,2223264.0,2223698.0,+,,,PTS system mannitol-specific transporter subunit IIA,YP_500878.1
SAOUHSC_02403,NC_007795.1,2223698.0,2224804.0,+,,,mannitol-1-phosphate 5-dehydrogenase,YP_500879.1
SAOUHSC_02404,NC_007795.1,2225123.0,2232559.0,-,,,hypothetical protein,YP_500880.1
SAOUHSC_02405,NC_007795.1,2232836.0,2234191.0,-,glmM,,phosphoglucosamine mutase,YP_500881.1
SAOUHSC_02406,NC_007795.1,2234218.0,2235150.0,-,,,hypothetical protein,YP_500882.1
SAOUHSC_02407,NC_007795.1,2235152.0,2235961.0,-,,,hypothetical protein,YP_500883.1
SAOUHSC_02409,NC_007795.1,2236150.0,2237058.0,-,,,arginase,YP_500884.1
SAOUHSC_02411,NC_007795.1,2238622.0,2238726.0,+,,,hypothetical protein,YP_500886.1
SAOUHSC_02412,NC_007795.1,2238752.0,2238868.0,-,,,hypothetical protein,YP_500887.1
SAOUHSC_02416,NC_007795.1,2244539.0,2244724.0,-,,,hypothetical protein,YP_500888.1
SAOUHSC_02418,NC_007795.1,2246027.0,2247469.0,-,,,hypothetical protein,YP_500890.1
SAOUHSC_02419,NC_007795.1,2247791.0,2248264.0,-,,,hypothetical protein,YP_500891.1
SAOUHSC_02420,NC_007795.1,2248363.0,2249706.0,-,,,hypothetical protein,YP_500892.1
SAOUHSC_02422,NC_007795.1,2249883.0,2250566.0,-,,,hypothetical protein,YP_500893.1
SAOUHSC_02423,NC_007795.1,2250585.0,2251772.0,-,,,UDP-N-acetylglucosamine pyrophosphorylase,YP_500894.1
SAOUHSC_02424,NC_007795.1,2251816.0,2252331.0,-,,,hypothetical protein,YP_500895.1
SAOUHSC_02425,NC_007795.1,2252508.0,2252768.0,+,,,hypothetical protein,YP_500896.1
SAOUHSC_02426,NC_007795.1,2252900.0,2254093.0,-,,,hypothetical protein,YP_500897.1
SAOUHSC_02427,NC_007795.1,2254506.0,2255474.0,-,,,hypothetical protein,YP_500898.1
SAOUHSC_02428,NC_007795.1,2255471.0,2256502.0,-,,,hypothetical protein,YP_500899.1
SAOUHSC_02430,NC_007795.1,2256514.0,2257497.0,-,,,ABC transporter substrate-binding protein,YP_500900.1
SAOUHSC_02432,NC_007795.1,2257663.0,2257788.0,+,,,hypothetical protein,YP_500901.1
SAOUHSC_02433,NC_007795.1,2257889.0,2258959.0,-,,,hypothetical protein,YP_500902.1
SAOUHSC_02434,NC_007795.1,2258966.0,2260723.0,-,,,hypothetical protein,YP_500903.1
SAOUHSC_02435,NC_007795.1,2260710.0,2261903.0,-,,,hypothetical protein,YP_500904.1
SAOUHSC_02436,NC_007795.1,2262005.0,2263981.0,+,,,hypothetical protein,YP_500905.1
SAOUHSC_02441,NC_007795.1,2266097.0,2266606.0,-,,,alkaline shock protein 23,YP_500909.1
SAOUHSC_02442,NC_007795.1,2266669.0,2266908.0,-,,,hypothetical protein,YP_500910.1
SAOUHSC_02443,NC_007795.1,2266921.0,2267457.0,-,,,hypothetical protein,YP_500911.1
SAOUHSC_02444,NC_007795.1,2267632.0,2269194.0,-,,,BCCT family osmoprotectant transporter,YP_500912.1
SAOUHSC_02445,NC_007795.1,2269501.0,2270502.0,-,,,hypothetical protein,YP_500913.1
SAOUHSC_02447,NC_007795.1,2270736.0,2271737.0,-,,,hypothetical protein,YP_500914.1
SAOUHSC_02448,NC_007795.1,2272020.0,2272904.0,-,,,hypothetical protein,YP_500915.1
SAOUHSC_02449,NC_007795.1,2273155.0,2274567.0,-,,,6-phospho-beta-galactosidase,YP_500916.1
SAOUHSC_02450,NC_007795.1,2274585.0,2276297.0,-,,,PTS system lactose-specific transporter subunit IIBC,YP_500917.1
SAOUHSC_02451,NC_007795.1,2276303.0,2276614.0,-,,,PTS system lactose-specific transporter subunit IIA,YP_500918.1
SAOUHSC_02452,NC_007795.1,2276636.0,2277616.0,-,,,tagatose 1%2C6-diphosphate aldolase,YP_500919.1
SAOUHSC_02453,NC_007795.1,2277620.0,2278552.0,-,,,tagatose-6-phosphate kinase,YP_500920.1
SAOUHSC_02454,NC_007795.1,2278565.0,2279080.0,-,,,galactose-6-phosphate isomerase subunit LacB,YP_500921.1
SAOUHSC_02455,NC_007795.1,2279096.0,2279524.0,-,,,galactose-6-phosphate isomerase subunit LacA,YP_500922.1
SAOUHSC_02456,NC_007795.1,2279892.0,2280683.0,-,,,lactose phosphotransferase system repressor,YP_500923.1
SAOUHSC_02457,NC_007795.1,2280889.0,2281629.0,+,,,NAD-dependent deacetylase,YP_500924.1
SAOUHSC_A02331,NC_007795.1,2281666.0,2281827.0,+,,,hypothetical protein,YP_500925.1
SAOUHSC_02458,NC_007795.1,2281920.0,2282528.0,-,,,hypothetical protein,YP_500926.1
SAOUHSC_02459,NC_007795.1,2282790.0,2282915.0,-,,,hypothetical protein,YP_500927.1
SAOUHSC_02460,NC_007795.1,2283135.0,2283983.0,-,,,hypothetical protein,YP_500928.1
SAOUHSC_02461,NC_007795.1,2284053.0,2284469.0,-,,,MerR family transcriptional regulator,YP_500929.1
SAOUHSC_02462,NC_007795.1,2284713.0,2284880.0,+,,,hypothetical protein,YP_500930.1
SAOUHSC_02463,NC_007795.1,2284877.0,2287300.0,+,,,hyaluronate lyase,YP_500931.1
SAOUHSC_02464,NC_007795.1,2287360.0,2288214.0,-,,,hypothetical protein,YP_500932.1
SAOUHSC_02465,NC_007795.1,2288425.0,2289240.0,-,,,hypothetical protein,YP_500933.1
SAOUHSC_02467,NC_007795.1,2290323.0,2291027.0,-,,,alpha-acetolactate decarboxylase,YP_500935.1
SAOUHSC_02468,NC_007795.1,2291064.0,2292728.0,-,,,acetolactate synthase,YP_500936.1
SAOUHSC_02469,NC_007795.1,2292961.0,2293200.0,+,,,hypothetical protein,YP_500937.1
SAOUHSC_02470,NC_007795.1,2293182.0,2293364.0,-,,,hypothetical protein,YP_500938.1
SAOUHSC_02471,NC_007795.1,2293918.0,2295324.0,-,,,hypothetical protein,YP_500939.1
SAOUHSC_02472,NC_007795.1,2295453.0,2296589.0,-,,,hypothetical protein,YP_500940.1
SAOUHSC_02473,NC_007795.1,2296590.0,2296682.0,-,,,hypothetical protein,YP_500941.1
SAOUHSC_02474,NC_007795.1,2296639.0,2297334.0,-,,,hypothetical protein,YP_500942.1
SAOUHSC_02475,NC_007795.1,2297395.0,2297688.0,-,,,hypothetical protein,YP_500943.1
SAOUHSC_02476,NC_007795.1,2297685.0,2298782.0,-,,,hypothetical protein,YP_500944.1
SAOUHSC_02477,NC_007795.1,2299327.0,2299725.0,-,rpsI,,30S ribosomal protein S9,YP_500946.1
SAOUHSC_02478,NC_007795.1,2299739.0,2300176.0,-,rplM,,50S ribosomal protein L13,YP_500947.1
SAOUHSC_02480,NC_007795.1,2300416.0,2301219.0,-,truA,,tRNA pseudouridine synthase A,YP_500948.1
SAOUHSC_02481,NC_007795.1,2301224.0,2302030.0,-,,,cobalt transport protein,YP_500949.1
SAOUHSC_02482,NC_007795.1,2302020.0,2302880.0,-,cbiO,,cobalt transporter ATP-binding subunit,YP_500950.1
SAOUHSC_02483,NC_007795.1,2302877.0,2303686.0,-,cbiO,,cobalt transporter ATP-binding subunit,YP_500951.1
SAOUHSC_02484,NC_007795.1,2304224.0,2304592.0,-,rplQ,,50S ribosomal protein L17,YP_500952.1
SAOUHSC_02485,NC_007795.1,2304609.0,2305553.0,-,,,DNA-directed RNA polymerase subunit alpha,YP_500953.1
SAOUHSC_02486,NC_007795.1,2305628.0,2306017.0,-,,,30S ribosomal protein S11,YP_500954.1
SAOUHSC_02487,NC_007795.1,2306041.0,2306406.0,-,rpsM,,30S ribosomal protein S13,YP_500955.1
SAOUHSC_02488,NC_007795.1,2306429.0,2306542.0,-,rpmJ,,50S ribosomal protein L36,YP_500956.1
SAOUHSC_02489,NC_007795.1,2306574.0,2306792.0,-,infA,,translation initiation factor IF-1,YP_500957.1
SAOUHSC_02490,NC_007795.1,2306985.0,2307632.0,-,adk,,adenylate kinase,YP_500958.1
SAOUHSC_02491,NC_007795.1,2307649.0,2308941.0,-,secY,,preprotein translocase subunit SecY,YP_500959.1
SAOUHSC_02492,NC_007795.1,2308941.0,2309381.0,-,rplO,,50S ribosomal protein L15,YP_500960.1
SAOUHSC_02493,NC_007795.1,2309398.0,2309577.0,-,rpmD,,50S ribosomal protein L30,YP_500961.1
SAOUHSC_02494,NC_007795.1,2309594.0,2310094.0,-,rpsE,,30S ribosomal protein S5,YP_500962.1
SAOUHSC_02495,NC_007795.1,2310115.0,2310474.0,-,rplR,,50S ribosomal protein L18,YP_500963.1
SAOUHSC_02496,NC_007795.1,2310505.0,2311041.0,-,rplF,,50S ribosomal protein L6,YP_500964.1
SAOUHSC_02498,NC_007795.1,2311066.0,2311464.0,-,rpsH,,30S ribosomal protein S8,YP_500965.1
SAOUHSC_02499,NC_007795.1,2311496.0,2311681.0,-,rpsN,,30S ribosomal protein S14,YP_500966.2
SAOUHSC_02500,NC_007795.1,2311704.0,2312243.0,-,rplE,,50S ribosomal protein L5,YP_500967.1
SAOUHSC_02501,NC_007795.1,2312270.0,2312587.0,-,rplX,,50S ribosomal protein L24,YP_500968.1
SAOUHSC_02502,NC_007795.1,2312623.0,2312991.0,-,rplN,,50S ribosomal protein L14,YP_500969.1
SAOUHSC_02503,NC_007795.1,2313023.0,2313286.0,-,rpsQ,,30S ribosomal protein S17,YP_500970.1
SAOUHSC_02504,NC_007795.1,2313310.0,2313519.0,-,,,50S ribosomal protein L29,YP_500971.1
SAOUHSC_02505,NC_007795.1,2313509.0,2313943.0,-,rplP,,50S ribosomal protein L16,YP_500972.1
SAOUHSC_02506,NC_007795.1,2313946.0,2314599.0,-,rpsC,,30S ribosomal protein S3,YP_500973.1
SAOUHSC_02507,NC_007795.1,2314623.0,2314976.0,-,rplV,,50S ribosomal protein L22,YP_500974.1
SAOUHSC_02508,NC_007795.1,2315005.0,2315283.0,-,rpsS,,30S ribosomal protein S19,YP_500975.1
SAOUHSC_02509,NC_007795.1,2315350.0,2316183.0,-,rplB,,50S ribosomal protein L2,YP_500976.1
SAOUHSC_02510,NC_007795.1,2316216.0,2316491.0,-,rplW,,50S ribosomal protein L23,YP_500977.1
SAOUHSC_02511,NC_007795.1,2316491.0,2317114.0,-,rplD,,50S ribosomal protein L4,YP_500978.1
SAOUHSC_02512,NC_007795.1,2317141.0,2317803.0,-,rplC,,50S ribosomal protein L3,YP_500979.1
SAOUHSC_02512a,NC_007795.1,2317831.0,2318139.0,-,,,30S ribosomal protein S10,YP_008530243.1
SAOUHSC_02515,NC_007795.1,2318496.0,2318885.0,+,,,hypothetical protein,YP_500980.1
SAOUHSC_02516,NC_007795.1,2319077.0,2320255.0,-,,,hypothetical protein,YP_500981.1
SAOUHSC_02517,NC_007795.1,2320524.0,2322659.0,-,,,DNA topoisomerase III,YP_500982.1
SAOUHSC_02518,NC_007795.1,2322685.0,2322780.0,-,,,hypothetical protein,YP_500983.1
SAOUHSC_02519,NC_007795.1,2322846.0,2323733.0,+,,,hypothetical protein,YP_500984.1
SAOUHSC_02520,NC_007795.1,2323914.0,2324777.0,+,,,sugar transporter,YP_500985.1
SAOUHSC_02521,NC_007795.1,2324894.0,2325025.0,-,,,hypothetical protein,YP_500986.1
SAOUHSC_02522,NC_007795.1,2325196.0,2326086.0,-,,,hypothetical protein,YP_500987.1
SAOUHSC_02523,NC_007795.1,2326237.0,2326401.0,+,,,hypothetical protein,YP_500988.1
SAOUHSC_02524,NC_007795.1,2326646.0,2326963.0,+,,,hypothetical protein,YP_500989.1
SAOUHSC_02525,NC_007795.1,2327150.0,2330317.0,-,,,hypothetical protein,YP_500990.1
SAOUHSC_02527,NC_007795.1,2330434.0,2331699.0,-,,,peptidoglycan pentaglycine interpeptide biosynthesis protein FmhB,YP_500991.1
SAOUHSC_02528,NC_007795.1,2332088.0,2332339.0,+,,,hypothetical protein,YP_500992.1
SAOUHSC_02529,NC_007795.1,2332331.0,2333095.0,-,,,hypothetical protein,YP_500993.1
SAOUHSC_02530,NC_007795.1,2333257.0,2333697.0,+,,,hypothetical protein,YP_500994.1
SAOUHSC_02531,NC_007795.1,2333690.0,2334901.0,+,,,hypothetical protein,YP_500995.1
SAOUHSC_02532,NC_007795.1,2335005.0,2335355.0,-,,,hypothetical protein,YP_500996.1
SAOUHSC_02533,NC_007795.1,2335481.0,2335651.0,+,,,hypothetical protein,YP_500997.1
SAOUHSC_02534,NC_007795.1,2335708.0,2335851.0,-,,,hypothetical protein,YP_500998.1
SAOUHSC_02535,NC_007795.1,2335823.0,2335942.0,-,,,hypothetical protein,YP_500999.1
SAOUHSC_02536,NC_007795.1,2336046.0,2337068.0,-,,,molybdenum cofactor biosynthesis protein A,YP_501000.1
SAOUHSC_02537,NC_007795.1,2337088.0,2337687.0,-,mobA,,molybdopterin-guanine dinucleotide biosynthesis protein MobA,YP_501001.1
SAOUHSC_02538,NC_007795.1,2337694.0,2337927.0,-,,,molybdopterin converting factor subunit 1,YP_501002.1
SAOUHSC_02540,NC_007795.1,2337933.0,2338379.0,-,,,molybdopterin converting factor moa,YP_501003.1
SAOUHSC_02541,NC_007795.1,2338393.0,2338878.0,-,,,molybdopterin-guanine dinucleotide biosynthesis protein MobB,YP_501004.1
SAOUHSC_02542,NC_007795.1,2338875.0,2340134.0,-,,,molybdopterin biosynthesis protein MoeA,YP_501005.1
SAOUHSC_02543,NC_007795.1,2340197.0,2340691.0,+,moaC,,molybdenum cofactor biosynthesis protein MoaC,YP_501006.1
SAOUHSC_02544,NC_007795.1,2340693.0,2341199.0,-,,,molybdopterin precursor biosynthesis MoaB,YP_501007.1
SAOUHSC_02545,NC_007795.1,2341230.0,2342234.0,-,,,hypothetical protein,YP_501008.1
SAOUHSC_02546,NC_007795.1,2342404.0,2343009.0,-,,,molybdenum transport ATP-binding protein ModC,YP_501009.1
SAOUHSC_02547,NC_007795.1,2343010.0,2343681.0,-,,,molybdenum ABC transporter permease,YP_501010.1
SAOUHSC_02549,NC_007795.1,2343695.0,2344477.0,-,,,molybdenum ABC transporter substrate-binding protein,YP_501011.1
SAOUHSC_02550,NC_007795.1,2344767.0,2345564.0,+,,,formate dehydrogenase accessory protein,YP_501012.1
SAOUHSC_02551,NC_007795.1,2345736.0,2346506.0,-,,,hypothetical protein,YP_501013.1
SAOUHSC_02552,NC_007795.1,2346578.0,2347132.0,-,,,hypothetical protein,YP_501014.1
SAOUHSC_02553,NC_007795.1,2347253.0,2348194.0,-,,,hypothetical protein,YP_501015.1
SAOUHSC_02554,NC_007795.1,2348593.0,2349501.0,-,,,hypothetical protein,YP_501016.1
SAOUHSC_02557,NC_007795.1,2351097.0,2351987.0,-,,,urea transporter,YP_501019.1
SAOUHSC_02558,NC_007795.1,2352262.0,2352564.0,+,ureA,,urease subunit gamma,YP_501020.1
SAOUHSC_02559,NC_007795.1,2352578.0,2352988.0,+,ureB,,urease subunit beta,YP_501021.1
SAOUHSC_02561,NC_007795.1,2352985.0,2354700.0,+,ureC,,urease subunit alpha,YP_501022.1
SAOUHSC_02562,NC_007795.1,2354713.0,2355165.0,+,ureE,,urease accessory protein UreE,YP_501023.1
SAOUHSC_02563,NC_007795.1,2355158.0,2355847.0,+,,,urease accessory protein UreF,YP_501024.1
SAOUHSC_02564,NC_007795.1,2355860.0,2356474.0,+,,,urease accessory protein UreG,YP_501025.1
SAOUHSC_02565,NC_007795.1,2356474.0,2357310.0,+,,,urease accessory protein UreD,YP_501026.1
SAOUHSC_02566,NC_007795.1,2357499.0,2357846.0,-,,,hypothetical protein,YP_501027.1
SAOUHSC_02568,NC_007795.1,2358274.0,2358600.0,-,,,hypothetical protein,YP_501029.1
SAOUHSC_02569,NC_007795.1,2358664.0,2359407.0,-,,,hypothetical protein,YP_501030.1
SAOUHSC_02570,NC_007795.1,2359433.0,2361388.0,-,,,hypothetical protein,YP_501031.1
SAOUHSC_02571,NC_007795.1,2361998.0,2362801.0,+,,,secretory antigen,YP_501032.1
SAOUHSC_02572,NC_007795.1,2362818.0,2363060.0,-,,,hypothetical protein,YP_501033.1
SAOUHSC_02573,NC_007795.1,2363234.0,2364634.0,-,,,Na+/H+ antiporter NhaC,YP_501034.1
SAOUHSC_02574,NC_007795.1,2364729.0,2365811.0,-,,,hypothetical protein,YP_501035.1
SAOUHSC_02575,NC_007795.1,2366059.0,2366481.0,+,,,hypothetical protein,YP_501036.1
SAOUHSC_02576,NC_007795.1,2366718.0,2367218.0,+,,,secretory antigen SsaA,YP_501037.1
SAOUHSC_02577,NC_007795.1,2367580.0,2368533.0,+,,,D-isomer specific 2-hydroxyacid dehydrogenase NAD binding domain-containing protein,YP_501039.1
SAOUHSC_02579,NC_007795.1,2368625.0,2369749.0,-,,,hypothetical protein,YP_501040.1
SAOUHSC_02580,NC_007795.1,2370060.0,2370698.0,-,,,N-acetylmuramoyl-L-alanine amidase,YP_501041.1
SAOUHSC_A02450,NC_007795.1,2370858.0,2371091.0,-,,,hypothetical protein,YP_501042.1
SAOUHSC_02581,NC_007795.1,2371319.0,2371792.0,-,,,hypothetical protein,YP_501043.1
SAOUHSC_02582,NC_007795.1,2371792.0,2374746.0,-,,,formate dehydrogenase subunit alpha,YP_501044.1
SAOUHSC_02583,NC_007795.1,2375348.0,2376271.0,-,,,transcriptional regulator,YP_501045.1
SAOUHSC_02584,NC_007795.1,2376428.0,2377225.0,-,,,hypothetical protein,YP_501046.1
SAOUHSC_02585,NC_007795.1,2377610.0,2378302.0,+,,,hypothetical protein,YP_501047.1
SAOUHSC_02587,NC_007795.1,2378949.0,2379686.0,-,,,hypothetical protein,YP_501049.1
SAOUHSC_02588,NC_007795.1,2379735.0,2380064.0,+,,,hypothetical protein,YP_501050.2
SAOUHSC_02589,NC_007795.1,2380509.0,2381381.0,+,,,hypothetical protein,YP_501051.1
SAOUHSC_02590,NC_007795.1,2381768.0,2383147.0,-,,,hypothetical protein,YP_501052.1
SAOUHSC_02591,NC_007795.1,2383427.0,2383783.0,+,,,hypothetical protein,YP_501053.1
SAOUHSC_02592,NC_007795.1,2383780.0,2383965.0,+,,,hypothetical protein,YP_501054.1
SAOUHSC_02593,NC_007795.1,2384061.0,2384252.0,-,,,hypothetical protein,YP_501055.1
